protein_id,ESM2,blastp_default,blastp_filteroff,psiblast_default,psiblast_filteroff,interpro_domain,esm_only_vs_panel
NP_564303.2,False,False,False,False,False,False,False
NP_564307.1,False,False,False,False,False,False,False
NP_564333.1,False,False,False,False,False,False,False
NP_564349.1,False,False,False,False,False,False,False
NP_564383.1,False,False,False,False,False,False,False
NP_564387.1,False,False,False,False,False,False,False
NP_564391.1,False,False,False,False,False,False,False
NP_564405.1,False,True,True,False,True,False,False
NP_564414.2,False,False,False,False,False,False,False
NP_564455.1,False,False,False,False,False,False,False
NP_564456.1,False,False,False,False,False,False,False
NP_564486.1,False,False,False,False,False,False,False
NP_564497.1,True,False,False,False,False,False,True
NP_564528.1,False,True,True,True,True,True,False
NP_564529.4,False,True,True,True,True,False,False
NP_564539.1,False,False,False,False,False,False,False
NP_564607.1,False,False,False,False,False,False,False
NP_564635.1,False,True,True,True,True,False,False
NP_564680.4,False,False,False,False,False,False,False
NP_564682.2,False,False,False,False,False,False,False
NP_564768.1,False,False,False,False,False,False,False
NP_564775.1,False,True,True,True,True,False,False
NP_564789.1,False,False,False,False,False,False,False
NP_564837.1,False,False,False,False,False,False,False
NP_564844.1,False,True,True,True,True,False,False
NP_564855.1,False,False,False,False,False,False,False
NP_564862.1,False,False,False,True,True,False,False
NP_564881.3,False,False,False,False,False,False,False
NP_564898.1,False,True,True,True,True,False,False
NP_564911.1,False,False,False,False,False,False,False
NP_564941.1,False,False,False,False,False,False,False
NP_564955.1,False,True,True,True,True,False,False
NP_564997.1,False,False,False,False,False,False,False
NP_565003.3,False,False,False,False,False,False,False
NP_565038.1,False,False,False,False,False,False,False
NP_565043.1,False,False,False,False,False,False,False
NP_565061.1,False,False,False,False,False,False,False
NP_565074.2,False,False,False,False,False,False,False
NP_565085.1,False,False,False,False,False,False,False
NP_565096.1,False,False,False,False,False,False,False
NP_565111.1,False,False,False,False,False,False,False
NP_565119.1,False,False,False,False,False,False,False
NP_565143.1,False,False,False,False,False,False,False
NP_565162.1,False,False,False,False,False,False,False
NP_565179.1,False,False,False,False,False,False,False
NP_565199.1,False,False,False,False,False,False,False
NP_565200.1,False,False,False,False,False,False,False
NP_565206.1,True,False,False,False,False,False,True
NP_565255.1,True,False,False,False,False,False,True
NP_565264.1,False,False,False,False,False,False,False
NP_565265.1,False,False,False,False,False,False,False
NP_565271.1,False,False,False,False,False,False,False
NP_565272.1,False,False,False,False,False,False,False
NP_565277.1,False,False,False,False,False,False,False
NP_565356.1,False,False,False,False,False,False,False
NP_565357.1,False,False,False,False,False,False,False
NP_565359.1,False,False,False,False,False,False,False
NP_565375.1,False,False,False,False,False,False,False
NP_565383.1,False,False,False,False,False,False,False
NP_565406.1,False,False,False,False,False,False,False
NP_565408.1,False,True,True,True,True,False,False
NP_565416.1,False,False,False,False,False,False,False
NP_565419.1,True,False,False,True,False,False,False
NP_565456.2,False,False,False,False,False,False,False
NP_565477.1,False,False,False,False,False,False,False
NP_565491.1,False,False,False,False,False,False,False
NP_565492.1,False,False,False,False,False,False,False
NP_565534.1,False,False,False,False,False,False,False
NP_565549.1,False,False,False,False,False,False,False
NP_565574.1,False,True,True,False,False,False,False
NP_565585.1,False,False,False,False,False,False,False
NP_565633.1,False,False,False,False,False,False,False
NP_565634.1,False,False,False,False,True,False,False
NP_565670.1,False,False,False,False,False,False,False
NP_565730.1,False,False,False,False,False,False,False
NP_565735.1,False,False,False,False,False,False,False
NP_565741.4,False,False,False,False,False,False,False
NP_565898.1,False,False,False,False,False,False,False
NP_565899.1,False,False,False,False,False,False,False
NP_565902.1,False,False,False,False,False,False,False
NP_565919.1,False,False,False,False,False,False,False
NP_565939.1,False,False,False,False,False,False,False
NP_565959.1,False,False,False,False,False,False,False
NP_565963.2,False,False,False,False,False,False,False
NP_566000.1,False,False,False,False,False,False,False
NP_566002.2,False,False,False,False,False,False,False
NP_566038.1,True,False,False,False,False,False,True
NP_566071.1,False,False,False,False,False,False,False
NP_566122.1,False,False,False,False,False,False,False
NP_566223.1,True,True,True,True,True,True,False
NP_566225.4,False,False,False,False,False,False,False
NP_566232.1,False,False,False,False,False,False,False
NP_566249.1,False,False,False,False,False,False,False
NP_566256.1,False,False,False,False,False,False,False
NP_566298.1,False,True,True,True,True,False,False
NP_566375.1,False,False,False,False,False,False,False
NP_566377.1,False,False,False,False,False,False,False
NP_566382.5,False,False,False,False,False,False,False
NP_566395.1,False,False,False,False,False,False,False
NP_566396.1,False,False,False,True,True,False,False
NP_566402.2,False,False,False,False,False,False,False
NP_566415.3,False,False,False,False,False,False,False
NP_566438.1,False,False,False,False,False,False,False
NP_566485.1,False,False,False,False,False,False,False
NP_566494.1,False,False,False,False,False,True,False
NP_566569.1,False,False,False,False,False,False,False
NP_566590.1,False,False,False,False,False,False,False
NP_566599.1,False,False,False,False,False,False,False
NP_566616.1,False,False,False,False,False,False,False
NP_566632.1,False,False,False,False,False,False,False
NP_566689.2,True,True,True,True,True,False,False
NP_566702.1,False,False,False,False,False,False,False
NP_566712.1,False,False,False,False,False,False,False
NP_566723.1,False,False,False,False,False,False,False
NP_566728.1,False,False,False,False,False,False,False
NP_566800.1,False,False,False,False,False,False,False
NP_566840.1,False,False,False,False,False,False,False
NP_566842.1,False,False,False,False,False,False,False
NP_566861.1,False,False,False,False,False,False,False
NP_566879.1,False,False,False,False,False,False,False
NP_566880.1,False,False,False,False,False,False,False
NP_566882.1,False,False,False,False,False,False,False
NP_566933.1,False,False,False,False,False,False,False
NP_567004.1,False,False,False,False,False,False,False
NP_567018.5,False,False,False,False,False,False,False
NP_567042.1,False,False,False,False,False,False,False
NP_567053.1,False,True,True,True,True,False,False
NP_567063.1,False,False,False,False,False,False,False
NP_567066.1,False,False,False,False,False,False,False
NP_567078.1,False,False,False,False,False,False,False
NP_567094.1,False,False,False,False,False,False,False
NP_567111.1,False,False,False,False,False,False,False
NP_567116.1,False,False,False,False,False,False,False
NP_567123.1,False,False,False,False,False,False,False
NP_567131.1,False,False,False,False,False,False,False
NP_567132.4,False,False,False,False,False,False,False
NP_567135.1,False,False,False,False,False,False,False
NP_567141.1,False,False,False,False,False,False,False
NP_567147.1,False,False,False,False,False,False,False
NP_567163.1,False,False,False,False,False,False,False
NP_567192.1,False,False,False,False,False,False,False
NP_567204.3,True,True,True,True,True,False,False
NP_567215.1,True,False,False,False,False,False,True
NP_567223.1,False,False,False,False,False,False,False
NP_567231.1,False,False,False,False,False,False,False
NP_567233.1,True,True,True,True,True,False,False
NP_567234.1,True,True,True,True,True,False,False
NP_567249.1,False,False,False,False,False,False,False
NP_567255.1,False,False,False,False,False,False,False
NP_567277.1,True,True,True,True,True,False,False
NP_567341.1,False,False,False,False,False,False,False
NP_567399.3,False,False,False,False,False,False,False
NP_567430.1,False,False,False,False,False,False,False
NP_567432.1,False,False,False,False,False,False,False
NP_567480.2,False,False,False,False,False,False,False
NP_567529.1,False,False,False,False,False,False,False
NP_567530.4,False,False,False,False,False,False,False
NP_567536.1,False,False,False,False,False,False,False
NP_567557.1,False,False,False,False,False,False,False
NP_567564.1,False,False,False,False,False,False,False
NP_567581.1,False,False,False,False,False,False,False
NP_567599.3,True,True,True,True,True,False,False
NP_567616.1,False,False,False,False,False,False,False
NP_567626.1,False,False,False,False,False,False,False
NP_567642.1,False,False,False,False,False,False,False
NP_567652.1,False,False,False,False,False,False,False
NP_567653.1,False,False,False,False,False,False,False
NP_567654.1,False,False,False,False,False,False,False
NP_567655.1,False,False,False,False,False,False,False
NP_567657.1,False,False,False,False,False,False,False
NP_567660.1,False,False,False,False,False,False,False
NP_567677.1,True,True,True,True,True,False,False
NP_567678.1,True,True,True,True,True,False,False
NP_567679.2,False,True,True,True,True,False,False
NP_567680.5,False,True,True,True,True,False,False
NP_567697.1,False,False,False,False,False,False,False
NP_567706.1,False,False,False,False,False,False,False
NP_567724.1,False,False,False,False,False,False,False
NP_567759.1,False,False,False,False,False,False,False
NP_567827.1,False,False,False,False,False,False,False
NP_567840.1,False,False,False,False,False,False,False
NP_567845.4,False,False,False,False,False,False,False
NP_567878.2,False,True,True,True,False,False,False
NP_567882.1,False,True,True,False,False,False,False
NP_567917.4,False,False,False,False,False,False,False
NP_567920.1,True,True,True,True,True,True,False
NP_567934.1,False,False,False,False,False,False,False
NP_567942.1,False,False,False,False,False,False,False
NP_567945.1,False,True,True,True,True,False,False
NP_567953.1,False,False,False,False,False,False,False
NP_567957.1,False,False,False,False,False,False,False
NP_567980.1,False,True,True,True,True,False,False
NP_568000.1,True,False,False,False,False,False,True
NP_568015.1,False,False,False,False,False,False,False
NP_568022.1,False,False,False,False,False,False,False
NP_568052.1,False,False,False,False,False,False,False
NP_568144.1,False,False,False,False,False,False,False
NP_568153.2,False,False,False,False,False,False,False
NP_568180.1,True,False,False,False,False,False,True
NP_568207.1,False,False,False,False,False,False,False
NP_568219.1,False,False,False,False,False,False,False
NP_568223.1,False,False,False,False,False,False,False
NP_568224.1,False,False,False,False,False,False,False
NP_568231.1,False,True,True,True,True,False,False
NP_568249.1,False,False,False,False,False,False,False
NP_568271.2,False,False,False,False,False,False,False
NP_568287.1,False,False,False,False,False,False,False
NP_568295.2,False,False,False,False,False,False,False
NP_568307.3,False,True,True,True,True,False,False
NP_568373.1,False,False,False,False,False,False,False
NP_568414.1,False,False,False,False,False,False,False
NP_568439.1,False,False,False,False,False,False,False
NP_568444.1,True,False,False,False,False,False,True
NP_568445.1,False,False,False,False,False,False,False
NP_568454.1,False,False,False,False,False,False,False
NP_568455.1,False,False,False,False,False,False,False
NP_568466.1,False,True,True,True,True,False,False
NP_568479.1,False,False,False,False,False,False,False
NP_568522.1,False,False,False,False,False,False,False
NP_568545.1,False,False,False,False,False,False,False
NP_568553.1,False,False,False,False,False,False,False
NP_568576.2,False,False,False,False,False,False,False
NP_568613.1,False,False,False,False,False,False,False
NP_568651.1,True,False,False,False,False,False,True
NP_568652.1,False,False,False,False,False,False,False
NP_568679.1,False,False,False,False,False,False,False
NP_568699.1,False,False,False,False,False,False,False
NP_568722.1,False,False,False,False,False,False,False
NP_568760.1,False,False,False,False,False,False,False
NP_568762.6,False,False,False,False,False,False,False
NP_568777.1,False,True,True,False,True,False,False
NP_568785.1,False,False,False,False,False,False,False
NP_568807.1,False,False,False,False,False,False,False
NP_568822.1,True,True,True,True,True,True,False
NP_568824.1,False,False,False,False,False,False,False
NP_568840.3,False,False,False,False,False,False,False
NP_568845.1,False,False,False,False,False,False,False
NP_568916.2,False,False,False,False,False,False,False
NP_568921.1,False,False,False,False,False,False,False
NP_568944.1,True,False,False,False,False,False,True
NP_568991.2,False,False,False,False,False,False,False
NP_568995.2,False,True,True,False,False,False,False
NP_569000.1,False,False,False,False,False,False,False
NP_569001.1,False,False,False,False,False,False,False
NP_569002.1,False,False,False,False,False,False,False
NP_569003.1,False,False,False,False,False,False,False
NP_569040.1,False,True,True,True,True,False,False
NP_569051.1,False,False,False,False,False,False,False
NP_680116.2,False,False,False,False,False,False,False
NP_680202.1,False,False,False,False,False,False,False
NP_680206.1,False,False,False,False,True,False,False
NP_680225.2,False,False,False,False,False,False,False
NP_680294.1,False,False,False,False,False,False,False
NP_680396.1,False,False,False,False,False,False,False
NP_680450.1,True,True,True,True,True,True,False
NP_680455.2,False,False,False,False,False,False,False
NP_680473.2,False,False,False,False,False,False,False
NP_680701.1,False,False,False,False,False,False,False
NP_683292.1,False,True,True,True,True,False,False
NP_683323.2,False,False,False,False,False,False,False
NP_683343.1,False,False,False,False,False,False,False
NP_683441.1,True,True,True,True,True,True,False
NP_683446.1,True,True,True,True,True,True,False
NP_683447.2,True,True,True,True,True,True,False
NP_683533.1,False,False,False,False,False,False,False
NP_683568.1,False,False,False,False,False,False,False
NP_683581.1,False,True,True,True,True,False,False
NP_849281.1,True,False,False,False,False,False,True
NP_849290.1,False,False,False,False,False,False,False
NP_849294.1,False,False,False,False,False,False,False
NP_849323.1,False,False,False,False,False,False,False
NP_849362.1,False,True,True,True,True,False,False
NP_849367.1,False,False,False,False,False,False,False
NP_849368.1,False,False,False,False,False,False,False
NP_849381.1,False,False,False,False,False,False,False
NP_849382.1,False,False,False,False,False,False,False
NP_849398.1,True,True,True,True,True,True,False
NP_849399.1,False,True,True,True,True,True,False
NP_849400.2,False,True,True,True,True,True,False
NP_849425.1,True,True,True,True,True,False,False
NP_849426.1,True,True,True,True,True,False,False
NP_849427.1,False,True,True,True,True,False,False
NP_849429.1,False,False,False,False,False,False,False
NP_849432.1,False,False,False,False,False,False,False
NP_849446.1,False,True,True,True,True,False,False
NP_849467.1,False,False,False,False,False,False,False
NP_849497.1,False,False,False,False,False,False,False
NP_849498.1,False,False,False,False,False,False,False
NP_849511.1,False,False,False,False,False,False,False
NP_849512.3,False,False,False,False,False,False,False
NP_849523.1,False,False,False,False,False,False,False
NP_849538.2,True,True,True,True,True,True,False
NP_849548.1,True,True,True,True,True,False,False
NP_849549.1,True,True,True,True,True,False,False
NP_849550.2,True,True,True,True,True,False,False
NP_849552.1,False,False,False,False,False,False,False
NP_849558.1,True,False,False,False,False,False,True
NP_849559.1,False,True,True,True,False,False,False
NP_849569.1,False,False,False,False,False,False,False
NP_849586.1,False,False,False,False,False,False,False
NP_849588.1,False,False,False,False,False,False,False
NP_849608.1,False,False,False,False,False,False,False
NP_849612.1,False,False,False,False,False,False,False
NP_849697.1,False,False,False,False,False,False,False
NP_849739.1,False,False,False,False,False,False,False
NP_849742.2,False,True,True,True,True,False,False
NP_849784.1,False,False,False,False,False,False,False
NP_849786.1,False,False,False,False,False,False,False
NP_849794.1,False,False,False,False,False,False,False
NP_849797.1,False,False,False,False,False,False,False
NP_849803.1,False,True,True,True,True,False,False
NP_849848.1,False,False,False,False,False,False,False
NP_849859.1,False,False,False,False,False,False,False
NP_849865.1,False,True,True,True,True,False,False
NP_849875.1,False,False,False,False,False,False,False
NP_849890.1,False,False,False,False,False,False,False
NP_849891.1,False,False,False,False,False,False,False
NP_849895.1,False,False,False,False,False,False,False
NP_849904.1,False,False,False,False,False,False,False
NP_849915.1,False,False,False,False,False,False,False
NP_849925.1,False,False,False,False,False,False,False
NP_849952.1,False,False,False,False,False,False,False
NP_849979.1,True,False,False,False,False,False,True
NP_849980.1,False,False,False,False,False,False,False
NP_850000.1,False,False,False,False,False,False,False
NP_850007.1,False,False,False,False,False,False,False
NP_850023.1,True,False,False,False,False,False,True
NP_850045.2,False,False,False,False,False,False,False
NP_850110.1,False,False,False,False,False,False,False
NP_850116.1,False,False,False,False,False,False,False
NP_850117.1,False,False,False,False,False,False,False
NP_850155.1,False,False,False,False,False,False,False
NP_850162.1,False,False,False,False,False,False,False
NP_850164.1,False,False,False,False,False,False,False
NP_850175.1,False,False,False,False,False,False,False
NP_850176.1,True,False,False,False,False,False,True
NP_850206.4,False,False,False,False,False,False,False
NP_850207.4,False,False,False,False,False,False,False
NP_850213.1,False,False,False,False,False,False,False
NP_850378.1,False,False,False,False,False,False,False
NP_850385.1,False,False,False,False,False,False,False
NP_850416.1,False,False,False,False,False,False,False
NP_850417.1,False,False,False,False,False,False,False
NP_850453.1,False,False,False,False,False,False,False
NP_850454.5,False,False,False,False,False,False,False
NP_850479.1,False,False,False,False,False,False,False
NP_850484.1,False,False,False,False,False,False,False
NP_850490.1,False,False,False,False,False,False,False
NP_850491.1,False,False,False,False,False,False,False
NP_850519.1,False,False,False,False,False,False,False
NP_850532.1,False,False,False,False,False,False,False
NP_850533.1,False,False,False,False,False,False,False
NP_850554.1,False,False,False,False,False,False,False
NP_850568.1,False,False,False,False,False,False,False
NP_850585.2,False,False,False,False,False,False,False
NP_850654.1,True,True,True,True,True,True,False
NP_850655.1,True,True,True,True,True,True,False
NP_850671.1,False,False,False,False,False,False,False
NP_850677.1,True,True,True,True,True,True,False
NP_850700.1,False,False,False,False,False,False,False
NP_850710.1,False,False,False,False,False,False,False
NP_850711.1,False,False,False,False,False,False,False
NP_850741.1,False,False,False,False,False,False,False
NP_850755.1,False,True,True,True,True,False,False
NP_850776.2,False,False,False,False,False,False,False
NP_850795.1,False,False,False,False,False,False,False
NP_850884.1,False,False,False,False,False,False,False
NP_850885.1,False,False,False,False,False,False,False
NP_850917.2,False,False,False,False,False,False,False
NP_850920.1,False,False,False,False,False,False,False
NP_850926.1,False,False,False,False,False,False,False
NP_850932.2,False,False,False,False,False,False,False
NP_850942.1,True,True,True,True,True,True,False
NP_850963.1,False,False,False,False,False,False,False
NP_850976.1,False,False,False,False,False,False,False
NP_851039.1,False,False,False,False,False,False,False
NP_851076.2,False,False,False,False,False,False,False
NP_851077.1,False,False,False,False,False,False,False
NP_851109.1,False,False,False,False,False,False,False
NP_851117.2,True,True,True,True,True,True,False
NP_851124.1,True,True,True,True,True,True,False
NP_851125.1,False,False,False,False,False,False,False
NP_851131.1,False,True,True,True,True,False,False
NP_851133.1,True,True,True,True,True,True,False
NP_851134.1,False,False,False,False,False,False,False
NP_851178.1,False,False,False,False,False,False,False
NP_851179.1,False,False,False,False,False,False,False
NP_851188.1,False,False,False,False,False,False,False
NP_851228.1,False,False,False,False,False,False,False
NP_851233.1,True,False,False,False,False,False,True
NP_851241.1,False,False,False,False,False,False,False
NP_851248.1,False,False,False,False,False,False,False
NP_851273.1,False,False,False,False,False,False,False
NP_851280.1,False,True,True,True,True,False,False
NP_973389.1,False,False,False,False,False,False,False
NP_973394.1,False,False,False,False,False,False,False
NP_973396.1,False,False,False,False,False,False,False
NP_973403.1,False,True,True,True,True,False,False
NP_973456.1,False,False,False,False,False,False,False
NP_973478.1,False,True,True,True,True,False,False
NP_973489.1,False,False,False,False,False,False,False
NP_973498.1,False,False,False,False,False,False,False
NP_973529.1,False,False,False,False,False,False,False
NP_973531.1,False,False,False,False,False,False,False
NP_973540.1,False,False,False,False,True,False,False
NP_973541.1,False,False,False,False,False,False,False
NP_973558.1,False,False,False,False,False,False,False
NP_973566.1,False,False,False,False,False,False,False
NP_973574.1,False,False,False,False,False,False,False
NP_973578.1,False,False,False,False,False,False,False
NP_973587.1,False,False,False,False,False,False,False
NP_973683.1,False,True,True,True,True,False,False
NP_973686.1,False,False,False,False,False,False,False
NP_973768.1,False,False,False,False,False,False,False
NP_973778.1,False,True,True,True,True,False,False
NP_973799.1,True,False,False,False,False,False,True
NP_973838.1,False,False,False,False,False,False,False
NP_973852.1,False,False,False,False,False,False,False
NP_973864.1,False,False,False,False,False,False,False
NP_973865.1,False,False,False,False,False,False,False
NP_973950.1,False,False,False,False,False,False,False
NP_974058.1,False,False,False,False,False,False,False
NP_974086.1,False,False,False,False,False,False,False
NP_974096.1,False,False,False,False,False,False,False
NP_974174.1,False,False,False,False,False,False,False
NP_974214.1,False,False,False,False,False,False,False
NP_974215.1,False,False,False,False,False,False,False
NP_974270.1,False,True,True,True,True,False,False
NP_974288.1,True,False,False,False,False,False,True
NP_974292.1,False,False,False,False,False,False,False
NP_974293.1,False,False,False,False,False,False,False
NP_974302.1,True,True,True,True,True,True,False
NP_974303.1,True,True,True,True,True,True,False
NP_974317.1,False,False,False,False,False,False,False
NP_974325.1,False,False,False,False,False,False,False
NP_974359.1,False,False,False,False,False,False,False
NP_974381.1,False,True,True,True,True,False,False
NP_974475.1,False,False,False,False,False,False,False
NP_974556.1,False,False,False,False,False,False,False
NP_974577.1,False,True,True,True,True,False,False
NP_974578.1,False,True,True,True,True,False,False
NP_974594.1,False,False,False,False,False,False,False
NP_974608.1,False,False,False,False,False,False,False
NP_974613.1,False,False,False,False,False,False,False
NP_974619.1,False,True,True,True,True,False,False
NP_974727.1,False,False,False,False,False,False,False
NP_974744.1,False,False,False,False,False,False,False
NP_974745.1,False,False,False,False,False,False,False
NP_974753.1,True,False,False,False,False,False,True
NP_974775.1,False,False,False,False,False,False,False
NP_974776.1,False,False,False,False,False,False,False
NP_974804.4,False,False,False,False,False,False,False
NP_974869.1,False,False,False,False,False,False,False
NP_974882.1,False,False,False,False,False,False,False
NP_974938.1,False,False,False,False,False,False,False
NP_974961.1,False,False,False,False,False,False,False
NP_974964.1,False,False,False,False,False,False,False
NP_974969.1,False,False,False,False,False,False,False
NP_974977.1,True,False,False,False,False,False,True
