protein_id,blastp_default,blastp_filteroff,psiblast_default,psiblast_filteroff
NP_193997.1,0.0,0.0,0.0,0.0
NP_194001.1,0.0,0.0,0.0,0.0
NP_194002.1,0.0,0.0,0.0,0.0
NP_194003.1,0.0,0.0,0.0,0.0
NP_194004.1,189.0,184.0,352.0,363.0
NP_194007.2,0.0,0.0,0.0,0.0
NP_194008.1,0.0,0.0,0.0,32.2
NP_194009.2,0.0,0.0,0.0,0.0
NP_194010.1,0.0,0.0,0.0,0.0
NP_194012.1,0.0,29.6,0.0,29.6
NP_194013.1,0.0,0.0,0.0,0.0
NP_194014.2,0.0,0.0,0.0,0.0
NP_194016.2,0.0,0.0,0.0,0.0
NP_194017.3,0.0,0.0,0.0,0.0
NP_194018.1,0.0,0.0,0.0,0.0
NP_194019.1,0.0,0.0,0.0,0.0
NP_194021.2,0.0,0.0,0.0,32.4
NP_194022.3,0.0,0.0,0.0,0.0
NP_194024.1,0.0,0.0,0.0,0.0
NP_194025.1,169.0,165.0,263.0,261.0
NP_194026.1,0.0,0.0,0.0,0.0
NP_194027.2,0.0,0.0,0.0,0.0
NP_194028.2,0.0,0.0,0.0,42.1
NP_194029.1,0.0,0.0,0.0,0.0
NP_194031.6,0.0,0.0,0.0,0.0
NP_194032.2,0.0,0.0,0.0,0.0
NP_194033.4,0.0,0.0,0.0,0.0
NP_194034.1,0.0,0.0,0.0,0.0
NP_194037.2,0.0,0.0,0.0,28.3
NP_194038.1,0.0,0.0,0.0,0.0
NP_194040.2,0.0,0.0,0.0,0.0
NP_194041.1,0.0,0.0,0.0,0.0
NP_194042.1,0.0,0.0,0.0,0.0
NP_194043.1,0.0,0.0,0.0,32.5
NP_194046.2,211.0,207.0,345.0,345.0
NP_194048.1,0.0,0.0,0.0,0.0
NP_194050.2,229.0,231.0,344.0,338.0
NP_194052.2,187.0,188.0,254.0,251.0
NP_194054.3,218.0,213.0,339.0,333.0
NP_194056.3,219.0,228.0,333.0,335.0
NP_194058.2,209.0,206.0,351.0,350.0
NP_194060.3,214.0,211.0,352.0,335.0
NP_194061.2,216.0,218.0,319.0,321.0
NP_194062.1,208.0,202.0,343.0,333.0
NP_194064.2,0.0,0.0,0.0,0.0
NP_194065.3,0.0,0.0,0.0,0.0
NP_194066.2,0.0,0.0,0.0,0.0
NP_194067.3,0.0,0.0,0.0,0.0
NP_194069.2,0.0,0.0,0.0,0.0
NP_194070.2,0.0,0.0,0.0,0.0
NP_194071.1,0.0,0.0,0.0,0.0
NP_194072.3,0.0,0.0,0.0,0.0
NP_194073.2,0.0,0.0,0.0,0.0
NP_194077.1,0.0,0.0,0.0,0.0
NP_194078.2,0.0,0.0,0.0,67.1
NP_194081.1,0.0,0.0,0.0,0.0
NP_194082.2,110.0,107.0,182.0,192.0
NP_194084.1,0.0,0.0,0.0,0.0
NP_194085.4,0.0,0.0,0.0,0.0
NP_194086.4,83.2,81.6,131.0,161.0
NP_194087.1,0.0,0.0,0.0,0.0
NP_194088.1,0.0,0.0,0.0,0.0
NP_194089.1,0.0,0.0,0.0,0.0
NP_194090.2,0.0,0.0,0.0,0.0
NP_194091.1,0.0,0.0,0.0,0.0
NP_194093.1,0.0,0.0,0.0,0.0
NP_194094.1,0.0,0.0,0.0,0.0
NP_194095.2,0.0,0.0,0.0,0.0
NP_194096.1,106.0,105.0,241.0,241.0
NP_194098.1,0.0,0.0,0.0,0.0
NP_194099.1,0.0,0.0,0.0,0.0
NP_194100.1,0.0,0.0,0.0,0.0
NP_194101.1,0.0,0.0,0.0,0.0
NP_194102.1,0.0,0.0,0.0,0.0
NP_194103.2,0.0,0.0,0.0,0.0
NP_194104.1,0.0,0.0,0.0,0.0
NP_194105.1,257.0,259.0,379.0,397.0
NP_194106.1,0.0,0.0,0.0,0.0
NP_194107.2,0.0,0.0,0.0,0.0
NP_194108.2,0.0,0.0,0.0,0.0
NP_194110.2,0.0,0.0,0.0,0.0
NP_194111.1,0.0,0.0,0.0,0.0
NP_194112.1,58.2,58.2,144.0,138.0
NP_194113.1,0.0,0.0,0.0,0.0
NP_194115.3,32.7,47.8,120.0,162.0
NP_194116.1,0.0,0.0,0.0,0.0
NP_194117.3,0.0,0.0,0.0,0.0
NP_194118.1,0.0,0.0,0.0,33.1
NP_194119.1,0.0,0.0,0.0,0.0
NP_194120.1,0.0,0.0,0.0,29.7
NP_194122.1,0.0,0.0,0.0,0.0
NP_194123.1,0.0,0.0,0.0,0.0
NP_194124.1,0.0,0.0,95.5,119.0
NP_194126.5,0.0,0.0,0.0,30.4
NP_194127.1,0.0,0.0,0.0,0.0
NP_194128.1,0.0,0.0,0.0,0.0
NP_194129.1,0.0,0.0,0.0,0.0
NP_194130.3,0.0,0.0,0.0,0.0
NP_194132.3,0.0,0.0,0.0,0.0
NP_194133.1,0.0,0.0,0.0,0.0
NP_194134.1,0.0,0.0,0.0,0.0
NP_194135.1,0.0,0.0,0.0,30.6
NP_194136.1,0.0,0.0,0.0,0.0
NP_194138.1,0.0,0.0,0.0,0.0
NP_194139.2,0.0,0.0,0.0,0.0
NP_194140.2,0.0,0.0,0.0,0.0
NP_194141.2,73.9,71.6,197.0,204.0
NP_194142.1,0.0,0.0,0.0,0.0
NP_194144.1,0.0,0.0,0.0,0.0
NP_194145.1,0.0,0.0,0.0,0.0
NP_194146.1,0.0,0.0,0.0,0.0
NP_194147.2,0.0,0.0,0.0,0.0
NP_194149.2,0.0,0.0,0.0,0.0
NP_194150.1,0.0,0.0,0.0,0.0
NP_194151.2,0.0,0.0,0.0,0.0
NP_194152.1,0.0,0.0,0.0,0.0
NP_194153.1,0.0,0.0,0.0,0.0
NP_194154.1,0.0,0.0,0.0,0.0
NP_194155.1,95.9,96.7,150.0,193.0
NP_194157.1,0.0,0.0,0.0,0.0
NP_194158.3,0.0,0.0,0.0,0.0
NP_194159.1,0.0,0.0,0.0,0.0
NP_194161.1,0.0,0.0,0.0,0.0
NP_194162.1,0.0,0.0,0.0,0.0
NP_194163.1,0.0,0.0,0.0,0.0
NP_194164.1,0.0,0.0,0.0,0.0
NP_194166.2,0.0,0.0,0.0,0.0
NP_194171.1,100.0,97.1,214.0,206.0
NP_194172.1,0.0,0.0,0.0,0.0
NP_194173.1,0.0,0.0,0.0,0.0
NP_194175.1,0.0,0.0,0.0,0.0
NP_194176.3,0.0,0.0,0.0,33.2
NP_194177.2,0.0,0.0,0.0,0.0
NP_194178.1,0.0,0.0,0.0,0.0
NP_194179.2,127.0,115.0,221.0,217.0
NP_194180.2,38.1,40.8,58.6,72.1
NP_194182.1,0.0,0.0,0.0,0.0
NP_194183.1,0.0,0.0,0.0,0.0
NP_194184.2,0.0,0.0,0.0,0.0
NP_194185.1,0.0,0.0,0.0,34.6
NP_194186.1,0.0,0.0,0.0,0.0
NP_194188.1,0.0,0.0,0.0,0.0
NP_194190.2,0.0,0.0,0.0,0.0
NP_194191.1,0.0,0.0,0.0,0.0
NP_194192.2,0.0,0.0,0.0,0.0
NP_194193.2,0.0,0.0,0.0,0.0
NP_194194.2,0.0,0.0,0.0,0.0
NP_194195.1,0.0,0.0,0.0,0.0
NP_194196.1,0.0,0.0,0.0,0.0
NP_194197.1,0.0,0.0,0.0,30.6
NP_194199.4,0.0,0.0,0.0,35.1
NP_194200.1,0.0,0.0,0.0,0.0
NP_194201.1,0.0,0.0,0.0,0.0
NP_194202.4,0.0,0.0,41.2,41.2
NP_194205.1,105.0,103.0,200.0,190.0
NP_194206.2,0.0,0.0,0.0,0.0
NP_194207.1,0.0,0.0,0.0,0.0
NP_194208.1,0.0,0.0,0.0,0.0
NP_194210.2,0.0,0.0,0.0,33.2
NP_194212.2,0.0,0.0,60.2,47.1
NP_194214.2,0.0,0.0,0.0,0.0
NP_194217.2,0.0,0.0,37.0,35.1
NP_194219.2,0.0,0.0,0.0,0.0
NP_194220.2,0.0,0.0,0.0,0.0
NP_194221.1,0.0,0.0,0.0,0.0
NP_194222.1,0.0,0.0,0.0,0.0
NP_194223.1,0.0,0.0,0.0,0.0
NP_194225.1,0.0,0.0,0.0,0.0
NP_194227.2,0.0,0.0,0.0,35.9
NP_194228.4,0.0,0.0,0.0,30.2
NP_194229.1,0.0,0.0,0.0,0.0
NP_194231.1,0.0,0.0,0.0,0.0
NP_194233.1,0.0,0.0,0.0,0.0
NP_194234.1,0.0,0.0,0.0,0.0
NP_194235.1,0.0,0.0,0.0,0.0
NP_194237.2,0.0,0.0,0.0,0.0
NP_194238.1,0.0,0.0,0.0,0.0
NP_194239.2,0.0,0.0,0.0,0.0
NP_194240.1,0.0,0.0,0.0,0.0
NP_194241.3,406.0,412.0,484.0,473.0
NP_194243.1,0.0,0.0,0.0,0.0
NP_194244.1,0.0,0.0,0.0,0.0
NP_194245.1,0.0,0.0,0.0,0.0
NP_194246.2,169.0,162.0,281.0,262.0
NP_194248.2,0.0,0.0,0.0,0.0
NP_194249.2,0.0,30.0,0.0,30.0
NP_194250.1,0.0,0.0,0.0,0.0
NP_194251.1,0.0,0.0,0.0,0.0
NP_194252.1,0.0,0.0,0.0,0.0
NP_194253.2,0.0,0.0,0.0,0.0
NP_194254.2,0.0,0.0,0.0,0.0
NP_194255.1,0.0,0.0,0.0,0.0
NP_194256.1,0.0,0.0,0.0,0.0
NP_194257.1,30.8,0.0,30.8,0.0
NP_194258.3,0.0,0.0,0.0,0.0
NP_194259.4,0.0,0.0,0.0,0.0
NP_194260.1,0.0,0.0,0.0,0.0
NP_194261.1,0.0,0.0,0.0,0.0
NP_194262.1,0.0,0.0,0.0,32.5
NP_194263.2,0.0,0.0,0.0,0.0
NP_194265.2,0.0,0.0,32.4,0.0
NP_194266.2,0.0,0.0,0.0,0.0
NP_194268.1,0.0,0.0,0.0,0.0
NP_194269.1,109.0,114.0,184.0,177.0
NP_194270.2,0.0,0.0,0.0,0.0
NP_194272.1,0.0,0.0,0.0,0.0
NP_194273.2,0.0,0.0,0.0,0.0
NP_194274.2,0.0,0.0,0.0,0.0
NP_194275.2,0.0,0.0,0.0,0.0
NP_194280.1,0.0,0.0,0.0,0.0
NP_194281.1,0.0,0.0,0.0,0.0
NP_194282.2,0.0,29.6,0.0,29.6
NP_194284.2,0.0,0.0,0.0,29.8
NP_194285.2,0.0,0.0,0.0,0.0
NP_194286.1,0.0,0.0,0.0,0.0
NP_194288.2,0.0,0.0,0.0,0.0
NP_194289.2,0.0,0.0,0.0,0.0
NP_194290.2,0.0,0.0,0.0,0.0
NP_194291.2,0.0,0.0,0.0,30.4
NP_194292.2,0.0,0.0,0.0,42.6
NP_194294.2,0.0,0.0,0.0,0.0
NP_194296.1,0.0,0.0,0.0,0.0
NP_194298.1,0.0,0.0,0.0,0.0
NP_194299.1,0.0,0.0,0.0,0.0
NP_194300.1,0.0,0.0,0.0,0.0
NP_194301.1,0.0,0.0,0.0,0.0
NP_194303.2,0.0,0.0,0.0,0.0
NP_194304.1,0.0,0.0,0.0,0.0
NP_194305.1,0.0,0.0,0.0,31.2
NP_194307.2,0.0,0.0,0.0,0.0
NP_194308.1,131.0,137.0,209.0,217.0
NP_194309.1,160.0,162.0,223.0,229.0
NP_194310.3,0.0,0.0,0.0,0.0
NP_194311.1,0.0,0.0,0.0,0.0
NP_194312.1,0.0,0.0,0.0,0.0
NP_194316.2,0.0,0.0,0.0,0.0
NP_194317.1,0.0,0.0,0.0,0.0
NP_194319.1,0.0,0.0,0.0,0.0
NP_194322.2,0.0,0.0,0.0,0.0
NP_194323.2,0.0,0.0,0.0,0.0
NP_194324.2,0.0,0.0,0.0,37.6
NP_194325.1,0.0,0.0,0.0,0.0
NP_194326.2,0.0,0.0,0.0,0.0
NP_194328.2,0.0,0.0,0.0,0.0
NP_194330.1,0.0,0.0,0.0,0.0
NP_194332.2,0.0,0.0,0.0,0.0
NP_194333.1,0.0,0.0,0.0,0.0
NP_194334.1,0.0,0.0,0.0,0.0
NP_194335.2,63.2,75.9,128.0,152.0
NP_194336.1,0.0,0.0,0.0,0.0
NP_194337.1,80.5,77.0,191.0,187.0
NP_194338.1,0.0,0.0,0.0,0.0
NP_194339.1,1871.0,1830.0,1871.0,1830.0
NP_194340.1,48.5,52.0,130.0,134.0
NP_194341.1,0.0,0.0,0.0,0.0
NP_194342.1,698.0,683.0,789.0,735.0
NP_194343.1,0.0,0.0,0.0,0.0
NP_194344.2,0.0,0.0,0.0,0.0
NP_194345.1,0.0,0.0,0.0,0.0
NP_194346.1,0.0,0.0,0.0,0.0
NP_194347.4,0.0,0.0,0.0,0.0
NP_194349.2,0.0,0.0,0.0,0.0
NP_194350.1,0.0,0.0,0.0,0.0
NP_194351.1,0.0,0.0,0.0,0.0
NP_194353.1,0.0,0.0,0.0,0.0
NP_194356.2,0.0,0.0,0.0,0.0
NP_194358.1,0.0,0.0,0.0,0.0
NP_194359.1,0.0,0.0,0.0,0.0
NP_194360.1,0.0,0.0,0.0,0.0
NP_194362.1,0.0,0.0,0.0,0.0
NP_194364.2,33.5,32.7,58.9,73.6
NP_194365.1,0.0,0.0,53.9,52.1
NP_194368.1,0.0,0.0,0.0,31.2
NP_194369.1,0.0,0.0,0.0,0.0
NP_194370.2,0.0,0.0,0.0,0.0
NP_194371.2,0.0,0.0,0.0,0.0
NP_194372.2,0.0,0.0,0.0,0.0
NP_194374.1,255.0,259.0,356.0,273.0
NP_194375.4,0.0,0.0,0.0,0.0
NP_194376.5,0.0,0.0,0.0,0.0
NP_194377.2,0.0,0.0,0.0,0.0
NP_194378.2,0.0,0.0,0.0,0.0
NP_194379.3,0.0,0.0,124.0,130.0
NP_194380.1,0.0,0.0,0.0,0.0
NP_194382.1,0.0,0.0,0.0,0.0
NP_194383.1,0.0,0.0,0.0,0.0
NP_194386.1,0.0,0.0,0.0,0.0
NP_194387.1,0.0,0.0,0.0,0.0
NP_194388.2,0.0,0.0,0.0,32.5
NP_194389.1,0.0,0.0,0.0,0.0
NP_194390.2,0.0,32.0,0.0,32.0
NP_194391.1,47.8,45.8,165.0,166.0
NP_194393.3,0.0,31.2,31.3,70.3
NP_194396.1,0.0,0.0,0.0,0.0
NP_194398.1,0.0,0.0,0.0,0.0
NP_194400.1,0.0,0.0,0.0,0.0
NP_194401.1,0.0,0.0,0.0,0.0
NP_194402.1,0.0,0.0,0.0,0.0
NP_194403.1,0.0,0.0,0.0,0.0
NP_194404.1,0.0,0.0,0.0,0.0
NP_194405.1,0.0,30.8,0.0,69.4
NP_194407.5,0.0,0.0,0.0,0.0
NP_194410.2,0.0,0.0,0.0,0.0
NP_194411.1,0.0,0.0,0.0,0.0
NP_194412.1,0.0,0.0,53.2,51.3
NP_194413.2,220.0,221.0,440.0,453.0
NP_194414.1,0.0,0.0,0.0,0.0
NP_194417.2,0.0,0.0,0.0,0.0
NP_194418.1,0.0,0.0,0.0,0.0
NP_194419.2,76.3,79.0,192.0,189.0
NP_194420.1,0.0,0.0,0.0,0.0
NP_194422.1,0.0,0.0,0.0,0.0
NP_194423.1,0.0,0.0,0.0,32.1
NP_194425.1,0.0,0.0,0.0,0.0
NP_194426.2,0.0,0.0,0.0,0.0
NP_194428.2,0.0,0.0,32.7,37.4
NP_194429.3,0.0,0.0,0.0,0.0
NP_194431.3,0.0,0.0,0.0,37.4
NP_194432.1,0.0,0.0,0.0,0.0
NP_194433.1,0.0,0.0,0.0,0.0
NP_194434.2,0.0,0.0,0.0,0.0
NP_194435.1,0.0,0.0,0.0,41.6
NP_194436.2,0.0,0.0,0.0,0.0
NP_194437.1,0.0,0.0,0.0,0.0
NP_194439.1,0.0,0.0,0.0,0.0
NP_194440.2,0.0,0.0,0.0,0.0
NP_194443.1,0.0,0.0,0.0,0.0
NP_194444.1,0.0,0.0,0.0,0.0
NP_194445.1,0.0,0.0,0.0,0.0
NP_194446.1,0.0,0.0,0.0,0.0
NP_194447.1,0.0,0.0,0.0,0.0
NP_194449.1,348.0,353.0,501.0,558.0
NP_194452.1,339.0,346.0,511.0,554.0
NP_194453.1,0.0,0.0,0.0,0.0
NP_194455.2,0.0,0.0,0.0,0.0
NP_194456.1,0.0,0.0,0.0,0.0
NP_194457.2,0.0,0.0,0.0,0.0
NP_194458.1,0.0,0.0,0.0,0.0
NP_194459.4,209.0,209.0,328.0,323.0
NP_194460.1,209.0,213.0,325.0,322.0
NP_194461.1,0.0,0.0,0.0,0.0
NP_194463.1,0.0,0.0,0.0,0.0
NP_194464.3,0.0,0.0,0.0,0.0
NP_194465.1,0.0,0.0,0.0,0.0
NP_194466.2,0.0,0.0,0.0,0.0
NP_194467.5,0.0,0.0,0.0,0.0
NP_194470.1,0.0,0.0,0.0,0.0
NP_194472.3,0.0,0.0,0.0,0.0
NP_194473.1,0.0,0.0,0.0,35.5
NP_194474.1,0.0,0.0,0.0,0.0
NP_194476.2,0.0,0.0,0.0,0.0
NP_194477.2,0.0,0.0,0.0,0.0
NP_194478.3,0.0,0.0,0.0,0.0
NP_194480.2,0.0,0.0,0.0,0.0
NP_194481.2,0.0,0.0,0.0,0.0
NP_194482.1,0.0,0.0,0.0,67.6
NP_194483.1,0.0,0.0,0.0,0.0
NP_194485.1,0.0,0.0,0.0,0.0
NP_194486.1,0.0,0.0,0.0,0.0
NP_194487.1,0.0,0.0,0.0,0.0
NP_194491.2,0.0,0.0,0.0,0.0
NP_194493.2,0.0,0.0,0.0,0.0
NP_194494.2,0.0,0.0,0.0,0.0
NP_194495.3,0.0,0.0,0.0,0.0
NP_194496.2,0.0,0.0,0.0,0.0
NP_194497.1,0.0,0.0,0.0,0.0
NP_194498.1,0.0,0.0,35.8,35.1
NP_194499.2,0.0,0.0,0.0,0.0
NP_194501.1,0.0,0.0,0.0,0.0
NP_194503.1,0.0,0.0,0.0,0.0
NP_194504.2,0.0,0.0,0.0,0.0
NP_194505.2,0.0,0.0,0.0,0.0
NP_194506.4,0.0,0.0,0.0,0.0
NP_194507.1,0.0,0.0,89.2,101.0
NP_194508.1,0.0,0.0,0.0,0.0
NP_194509.1,0.0,0.0,0.0,0.0
NP_194510.2,0.0,0.0,0.0,0.0
NP_194511.3,0.0,0.0,0.0,0.0
NP_194513.1,0.0,0.0,0.0,0.0
NP_194514.1,0.0,32.3,0.0,113.0
NP_194517.1,0.0,0.0,0.0,0.0
NP_194518.1,0.0,0.0,0.0,0.0
NP_194519.1,0.0,0.0,0.0,0.0
NP_194520.3,0.0,0.0,32.5,28.7
NP_194521.2,0.0,0.0,0.0,0.0
NP_194524.2,0.0,0.0,0.0,0.0
NP_194528.1,0.0,0.0,0.0,0.0
NP_194529.4,0.0,0.0,0.0,34.3
NP_194530.1,0.0,0.0,0.0,0.0
NP_194533.1,0.0,0.0,0.0,0.0
NP_194534.1,0.0,0.0,0.0,0.0
NP_194535.2,0.0,0.0,0.0,0.0
NP_194536.2,0.0,0.0,36.6,31.2
NP_194537.7,0.0,0.0,0.0,0.0
NP_194538.1,0.0,0.0,0.0,0.0
NP_194540.1,0.0,0.0,0.0,0.0
NP_194542.2,0.0,0.0,0.0,0.0
NP_194543.1,0.0,0.0,0.0,0.0
NP_194545.1,0.0,0.0,0.0,28.7
NP_194546.2,0.0,0.0,0.0,0.0
NP_194547.1,0.0,0.0,0.0,41.4
NP_194549.1,0.0,0.0,0.0,0.0
NP_194552.1,0.0,0.0,0.0,0.0
NP_194555.1,0.0,0.0,0.0,0.0
NP_194556.1,0.0,0.0,0.0,0.0
NP_194557.2,0.0,0.0,0.0,0.0
NP_194558.1,0.0,0.0,0.0,0.0
NP_194559.2,0.0,29.3,29.0,64.8
NP_194561.1,0.0,0.0,0.0,0.0
NP_194562.2,0.0,0.0,0.0,0.0
NP_194563.1,0.0,0.0,0.0,0.0
NP_194566.3,0.0,0.0,0.0,0.0
NP_194567.1,110.0,115.0,220.0,248.0
NP_194568.1,0.0,0.0,0.0,0.0
NP_194570.2,0.0,0.0,0.0,0.0
NP_194571.1,0.0,0.0,0.0,0.0
NP_194573.1,0.0,0.0,0.0,0.0
NP_194575.2,0.0,0.0,0.0,0.0
NP_194576.5,0.0,0.0,0.0,0.0
NP_194577.1,0.0,0.0,0.0,0.0
NP_194578.1,404.0,420.0,695.0,817.0
NP_194579.1,0.0,0.0,0.0,0.0
NP_194580.1,0.0,0.0,0.0,0.0
NP_194581.1,0.0,0.0,0.0,0.0
NP_194584.3,0.0,0.0,0.0,0.0
NP_194585.1,125.0,131.0,198.0,223.0
NP_194586.1,0.0,0.0,0.0,0.0
NP_194587.2,0.0,0.0,0.0,0.0
NP_194588.2,0.0,0.0,0.0,0.0
NP_194589.2,0.0,0.0,0.0,0.0
NP_194590.2,0.0,0.0,0.0,28.1
NP_194591.1,0.0,0.0,36.9,37.8
NP_194593.1,0.0,0.0,0.0,0.0
NP_194594.1,459.0,487.0,715.0,806.0
NP_194596.1,214.0,206.0,306.0,305.0
NP_194597.1,0.0,0.0,0.0,0.0
NP_194598.1,0.0,0.0,0.0,34.4
NP_194599.1,0.0,0.0,0.0,0.0
NP_194600.2,0.0,0.0,32.7,0.0
NP_194601.1,0.0,0.0,0.0,0.0
NP_194602.2,0.0,0.0,0.0,0.0
NP_194606.1,0.0,0.0,0.0,0.0
NP_194607.1,0.0,0.0,0.0,0.0
NP_194611.2,0.0,0.0,0.0,0.0
NP_194612.2,0.0,0.0,0.0,0.0
NP_194613.4,0.0,0.0,0.0,28.9
NP_194614.1,0.0,0.0,0.0,0.0
NP_194615.2,48.1,47.4,129.0,124.0
NP_194616.1,0.0,0.0,0.0,0.0
NP_194617.2,44.7,47.0,127.0,122.0
NP_194618.3,0.0,0.0,0.0,33.6
NP_194620.1,0.0,0.0,0.0,0.0
NP_194621.1,0.0,0.0,0.0,0.0
NP_194622.1,0.0,0.0,0.0,0.0
NP_194623.2,0.0,0.0,0.0,0.0
NP_194624.1,0.0,0.0,0.0,0.0
NP_194627.1,85.9,81.6,117.0,110.0
NP_194628.1,0.0,0.0,0.0,40.2
NP_194629.1,0.0,0.0,0.0,0.0
NP_194630.1,0.0,0.0,0.0,0.0
NP_194631.1,0.0,0.0,0.0,0.0
NP_194632.1,0.0,0.0,0.0,0.0
NP_194633.1,0.0,0.0,52.4,54.0
NP_194634.1,211.0,206.0,310.0,316.0
NP_194637.1,0.0,0.0,0.0,0.0
NP_194638.1,0.0,0.0,0.0,0.0
NP_194639.1,0.0,0.0,0.0,36.6
NP_194640.1,0.0,0.0,0.0,0.0
NP_194641.1,0.0,0.0,0.0,0.0
NP_194642.1,0.0,0.0,0.0,0.0
NP_194643.1,0.0,0.0,0.0,0.0
NP_194644.2,0.0,0.0,0.0,0.0
NP_194645.1,0.0,0.0,0.0,0.0
NP_194646.2,0.0,0.0,0.0,0.0
NP_194647.2,213.0,232.0,348.0,372.0
NP_194648.1,0.0,0.0,0.0,0.0
NP_194649.1,0.0,0.0,0.0,0.0
NP_194650.1,0.0,0.0,0.0,0.0
NP_194651.1,0.0,0.0,0.0,0.0
NP_194652.1,0.0,0.0,0.0,0.0
NP_194653.1,130.0,135.0,234.0,263.0
NP_194655.1,0.0,0.0,0.0,0.0
NP_194656.1,0.0,0.0,0.0,0.0
NP_194657.1,0.0,0.0,0.0,0.0
NP_194658.2,0.0,0.0,0.0,0.0
NP_194659.2,0.0,0.0,0.0,0.0
NP_194660.1,0.0,0.0,0.0,0.0
NP_194662.2,0.0,0.0,0.0,0.0
NP_194663.1,0.0,0.0,0.0,0.0
NP_194664.1,0.0,0.0,0.0,0.0
NP_194666.1,0.0,0.0,0.0,0.0
NP_194667.1,48.1,48.1,111.0,105.0
NP_194668.1,0.0,0.0,0.0,0.0
NP_194669.2,0.0,0.0,0.0,0.0
NP_194670.1,0.0,0.0,0.0,0.0
NP_194671.1,0.0,0.0,39.2,57.1
NP_194672.1,0.0,0.0,0.0,0.0
NP_194673.2,0.0,0.0,0.0,33.2
NP_194674.1,220.0,239.0,342.0,394.0
NP_194675.1,0.0,0.0,0.0,0.0
NP_194676.2,0.0,0.0,0.0,0.0
NP_194677.1,0.0,0.0,0.0,0.0
NP_194678.2,0.0,0.0,0.0,0.0
NP_194680.1,0.0,0.0,0.0,0.0
NP_194681.1,0.0,0.0,0.0,0.0
NP_194682.1,0.0,0.0,0.0,0.0
NP_194683.2,0.0,0.0,0.0,0.0
NP_194685.1,0.0,0.0,0.0,0.0
NP_194686.1,0.0,0.0,0.0,0.0
NP_194687.1,0.0,0.0,0.0,0.0
NP_194688.1,0.0,0.0,0.0,0.0
NP_194689.1,0.0,0.0,0.0,0.0
NP_194690.1,0.0,0.0,0.0,0.0
NP_194691.1,0.0,0.0,0.0,0.0
NP_194692.1,0.0,0.0,0.0,0.0
NP_194693.1,0.0,0.0,0.0,0.0
NP_194694.1,0.0,0.0,0.0,0.0
NP_194697.1,0.0,0.0,0.0,0.0
NP_194698.1,0.0,0.0,0.0,0.0
NP_194699.1,0.0,0.0,0.0,0.0
NP_194700.1,0.0,0.0,0.0,0.0
NP_194701.1,0.0,0.0,0.0,0.0
NP_194702.2,0.0,0.0,0.0,0.0
NP_194703.1,0.0,0.0,0.0,0.0
NP_194704.2,0.0,0.0,0.0,0.0
NP_194705.1,0.0,0.0,0.0,0.0
NP_194708.1,0.0,0.0,0.0,0.0
NP_194709.2,0.0,0.0,0.0,0.0
NP_194710.1,89.0,88.6,198.0,194.0
NP_194712.1,0.0,0.0,0.0,0.0
NP_194713.1,0.0,0.0,0.0,0.0
NP_194714.1,0.0,0.0,0.0,0.0
NP_194715.2,0.0,0.0,0.0,0.0
NP_194716.1,0.0,0.0,0.0,0.0
NP_194717.2,66.6,79.7,122.0,156.0
NP_194718.2,0.0,0.0,0.0,0.0
NP_194719.1,0.0,0.0,0.0,0.0
NP_194720.2,0.0,0.0,31.2,33.1
NP_194721.1,0.0,0.0,0.0,0.0
NP_194722.2,0.0,0.0,0.0,0.0
NP_194723.1,0.0,0.0,0.0,31.6
NP_194726.1,0.0,0.0,0.0,0.0
NP_194728.1,245.0,241.0,407.0,397.0
NP_194729.1,0.0,0.0,0.0,0.0
NP_194730.1,0.0,0.0,0.0,0.0
NP_194732.1,0.0,0.0,0.0,0.0
NP_194733.1,0.0,0.0,0.0,0.0
NP_194734.2,0.0,0.0,0.0,0.0
NP_194735.2,0.0,0.0,0.0,0.0
NP_194738.4,0.0,0.0,0.0,34.6
NP_194739.1,0.0,0.0,0.0,0.0
NP_194740.1,0.0,0.0,0.0,0.0
NP_194741.2,0.0,0.0,0.0,0.0
NP_194742.1,0.0,0.0,0.0,0.0
NP_194743.1,0.0,0.0,0.0,0.0
NP_194744.2,0.0,0.0,0.0,30.8
NP_194745.1,0.0,0.0,0.0,32.9
NP_194746.1,0.0,0.0,0.0,0.0
NP_194747.1,0.0,0.0,0.0,0.0
NP_194748.1,0.0,0.0,0.0,0.0
NP_194749.1,0.0,0.0,0.0,0.0
NP_194750.1,0.0,0.0,0.0,0.0
NP_194751.1,0.0,0.0,0.0,0.0
NP_194752.1,0.0,0.0,0.0,0.0
NP_194754.2,0.0,0.0,0.0,31.2
NP_194756.1,0.0,0.0,0.0,0.0
NP_194757.1,0.0,0.0,0.0,0.0
NP_194758.1,0.0,0.0,0.0,0.0
NP_194759.1,0.0,0.0,33.1,36.6
NP_194760.2,0.0,0.0,0.0,0.0
NP_194761.1,140.0,149.0,209.0,225.0
NP_194764.1,0.0,32.7,0.0,32.7
NP_194765.2,0.0,0.0,0.0,0.0
NP_194766.1,0.0,0.0,0.0,0.0
NP_194768.1,0.0,0.0,0.0,0.0
NP_194770.1,0.0,0.0,0.0,0.0
NP_194771.1,0.0,0.0,0.0,33.1
NP_194772.1,0.0,0.0,0.0,0.0
NP_194773.1,0.0,0.0,0.0,0.0
NP_194774.1,0.0,0.0,0.0,31.6
NP_194775.1,0.0,0.0,0.0,0.0
