Entry	RefSeq
A3REK8	
A3REL0	
A3REL8	
A6QRC1	NP_198507.1;
A7REE6	NP_001031101.1;
A7REF6	NP_001031162.1;
A7REH3	NP_001031747.1;
A8MR61	NP_001077807.1;
A8MRH3	NP_001077806.1;
A8MS15	NP_001078585.1;
A9QGV1	
A9QGV2	
A9QGV4	
A9QGV7	
A9QGV8	
A9QGW0	
A9QGW4	
A9QGW7	
A9QGX3	
B0LC01	
B0LC02	
B0LC03	
B0LC04	
B0LC05	
B0LC06	
B2BDC4	
B2BDC5	
B2BDC6	
B2BDC7	
B2BDC9	
B2BDD1	
B2BDD3	
B2BDD6	
B2BDD7	
B2BDD9	
B2BDE2	
B2BDE3	
B2BDG5	
B2BDH0	
B2BDK8	
B2BDL0	
B2BDL2	
B2BDL6	
B2BDL7	
B2BDM2	
B2BDM3	
B3H4F3	NP_001117579.1;
B3H6G3	NP_001117207.1;
B3H733	NP_001319973.1;
B3H776	NP_001119319.1;
B4F7R3	NP_569003.1;
B9DGY5	NP_001078717.1;NP_001332433.1;NP_001332434.1;NP_199354.3;NP_680396.1;
B9DHG1	
C0SV41	
C0Z255	
C0Z315	
D9UBG2	
D9UBY4	
F4HR52	
F4HR53	NP_174037.3;
F4HR54	
F4HSB4	
F4HSB6	NP_001117208.1;
F4HTA0	
F4HVH5	NP_001321801.1;NP_564911.1;
F4HXE9	
F4HXW4	NP_172946.1;
F4HXW5	
F4HXW6	NP_172947.1;
F4HXW7	NP_172948.1;
F4HXX4	
F4I0W7	NP_563685.2;
F4I3Q8	
F4I3S7	
F4I3S8	
F4I552	
F4I5P7	
F4I6Y3	NP_177240.3;
F4I6Y7	NP_565003.3;
F4I6Y8	
F4I6Z0	
F4I847	NP_176078.4;
F4I848	
F4I871	
F4I903	NP_173205.1;
F4I9F2	NP_174439.2;
F4I9N5	
F4IC69	
F4ID77	
F4IER8	
F4IEZ8	
F4IF00	NP_177429.2;
F4IF04	
F4IF05	
F4II67	NP_182153.2;
F4IIZ8	NP_001154566.1;
F4IJ30	NP_181635.2;
F4IJP0	NP_180459.2;
F4IMF0	NP_179297.2;
F4IN59	NP_001189776.1;
F4INU2	NP_973566.1;
F4IPI5	
F4IRW5	
F4ISS7	NP_180773.3;
F4IU00	
F4J3N4	NP_566225.4;
F4J803	NP_190213.2;
F4JG05	NP_001319878.1;
F4JHS6	
F4JK03	
F4JK83	NP_680701.1;
F4JNB0	NP_193421.3;
F4JNC4	NP_001031652.1;NP_001329872.1;NP_001329878.1;NP_001329879.1;
F4JNE9	NP_193451.2;
F4JNL1	NP_194082.2;
F4JNL2	NP_001320049.1;
F4JSB2	NP_193063.2;
F4JT79	
F4JT81	
F4JU08	NP_974577.1;
F4JU09	NP_193725.3;
F4JU10	NP_974578.1;
F4JUF1	
F4JUF4	NP_195579.2;
F4JUZ8	
F4K1A2	NP_001190403.1;NP_850884.1;NP_850885.1;
F4K297	
F4K382	
F4K383	
F4K3D9	NP_568822.1;
F4K4U7	NP_200352.2;
F4K4V2	NP_200357.2;
F4K5S5	
F4K5U7	NP_001330640.1;NP_198509.2;
F4KBQ3	
F4KBR8	
F4KD49	
F4KDB7	
F4KED8	NP_568522.1;
F4KFE5	NP_001318523.1;
F4KFN3	NP_197783.2;
F4KHI0	
F4KIL2	NP_197880.3;
G1JSH3	
G1JSH4	
G1JSI4	
G1JSJ6	
L7RZE1	
L7RZE9	
L7S067	
L7S0N9	
L7S4X3	
O22783	
O23267	NP_193142.1;
O23425	NP_193309.1;
O23534	NP_193426.1;
O49304	
O49305	
O64971	
O64975	
O64977	
O80570	
O80617	
O82097	
O82294	
O82340	
P0C0B0	
P0C0B1	
P93747	NP_181730.1;
Q058H5	NP_187051.3;
Q0WKX8	NP_197646.1;
Q0WLG8	
Q0WLI7	
Q0WLX9	NP_973566.1;
Q0WMB8	
Q0WMG6	
Q0WN16	
Q0WND0	
Q0WNF7	
Q0WPE1	NP_190988.1;
Q0WPM5	
Q0WQ93	
Q0WQR8	
Q0WS69	NP_198818.1;
Q0WSI5	
Q0WT23	
Q0WTI0	
Q0WTN7	
Q0WU89	
Q0WUL7	NP_680450.1;
Q0WUW2	
Q0WV58	NP_001077742.1;NP_683441.1;
Q0WVE0	
Q0WVJ3	
Q0WVP8	
Q0WVU9	
Q147M4	NP_001190403.1;NP_850884.1;NP_850885.1;
Q1KN27	
Q1KN28	
Q1KN29	
Q1KN30	
Q1KN31	
Q1KN32	
Q1KN33	
Q1KN34	
Q1KN36	
Q1KN37	
Q1KN38	
Q1PDV9	NP_197298.1;
Q1PEH7	NP_190270.1;
Q1PEU2	NP_182153.2;
Q1PF19	
Q1PFD2	
Q29PS6	
Q29PY3	
Q29Q42	NP_181730.1;
Q29QC4	NP_565549.1;
Q38JZ1	
Q38JZ3	
Q38JZ5	
Q38JZ6	
Q38JZ7	
Q38JZ9	
Q38K14	
Q38K27	
Q38K63	
Q38K64	
Q38K65	
Q38K67	
Q38K69	
Q39132	NP_172948.1;
Q39133	NP_172947.1;
Q3E9K9	NP_850776.2;
Q3EBB9	NP_683533.1;
Q3EDF9	NP_683292.1;
Q45GM5	
Q45GM6	
Q4PSI5	NP_193426.1;
Q4PSM9	NP_189076.1;
Q4PT31	NP_173205.1;
Q4VNZ7	
Q501H3	NP_193641.1;
Q52K84	NP_193063.2;
Q541X8	
Q56XU3	
Q56Y59	
Q56Y60	
Q56YM8	NP_001184970.1;NP_172686.1;
Q56YW3	
Q56Z80	
Q56ZZ1	
Q570U2	
Q5BPH8	
Q5BPW9	
Q5HZ27	NP_179589.1;
Q5PNU6	NP_197783.2;
Q5Q0A1	
Q5Q0H3	
Q5XUY9	
Q5XV38	
Q5XV90	
Q66GM6	
Q67Z45	
Q6DR53	
Q6E293	NP_175856.1;
Q6ID67	NP_190008.1;
Q6NM02	
Q6NM18	NP_188272.1;
Q6NML3	NP_196251.1;
Q6NMT6	NP_191837.1;
Q6NNI7	NP_194309.1;
Q6NPD9	
Q6NPF6	
Q6NQ43	NP_197880.3;
Q6RX39	
Q6RX40	
Q6RX41	
Q6RX42	
Q6RX44	
Q6RX45	
Q6RX46	
Q6RX47	
Q6RX48	
Q6RX49	
Q6RX52	
Q6RX54	
Q6RX55	
Q6RX56	
Q6RX58	
Q6XW18	
Q6XW21	
Q6XW23	
Q6XW25	
Q6XW26	
Q6XW27	
Q6XW28	
Q6XW29	
Q6XW30	
Q6XW31	
Q6XW32	
Q6XW34	
Q6XW35	
Q6XW36	
Q6XW37	
Q6XW38	
Q6XW39	
Q6XW40	
Q6XW41	
Q6XW42	
Q6XW43	
Q6XW44	
Q6XW45	
Q6XW46	
Q6XW48	
Q6XW49	
Q6XW50	
Q6XW51	
Q6XW52	
Q6XW53	
Q6XW54	
Q6XW57	
Q6XW58	
Q6XW59	
Q6XW60	
Q6XW62	
Q6XW64	
Q6XW65	
Q6XW72	
Q6XW75	
Q6XW76	
Q6XW85	
Q6XW86	
Q6XW87	
Q6XW88	
Q6XW89	
Q6XW90	
Q6XW91	
Q6XW92	
Q6XW93	
Q6XWA1	
Q6XWA3	
Q6XWA4	
Q6XWA6	
Q6XWA7	
Q6XWA8	
Q6XWB1	
Q6XWB2	
Q6XWB3	
Q6XWB4	
Q6XWB5	
Q6XWB6	
Q6XWB7	
Q6XWB8	
Q7DQT9	NP_188745.1;
Q7DQU8	
Q7DRP9	NP_001327594.1;NP_190049.1;NP_850654.1;
Q7DSR5	
Q7DT61	
Q7DW79	NP_198706.1;
Q7DX44	NP_190966.1;NP_850700.1;
Q7DYB0	NP_001078314.1;NP_191523.1;
Q7E5J7	
Q7E7A7	NP_564844.1;
Q7E7H5	
Q7E7K8	NP_199597.1;
Q7EAS7	
Q7EBZ0	NP_567123.1;
Q7EC61	NP_190815.1;
Q7ECH0	
Q7EJD8	NP_199660.1;
Q7EMT8	
Q7ENX1	
Q7EP75	NP_172949.1;
Q7EPF9	NP_189276.1;
Q7EQB2	NP_001331221.1;NP_001331222.1;NP_197809.1;
Q7EQF6	NP_568824.1;
Q7EQR9	
Q7ERR5	NP_175520.1;
Q7ETK4	NP_193142.1;
Q7EU82	
Q7EWX1	NP_195098.1;
Q7EWZ5	
Q7FKR8	
Q7FM40	NP_177244.1;
Q7FXY1	
Q84VP8	
Q84WQ6	
Q8GWA4	NP_200357.2;
Q8GX98	
Q8GXG3	NP_200352.2;
Q8GY18	
Q8GYY3	NP_195579.2;
Q8GYZ7	
Q8GZA0	
Q8H790	
Q8H7D2	
Q8H7F8	
Q8L764	
Q8L814	NP_001319878.1;
Q8L8S6	
Q8L8U0	
Q8L8Y6	
Q8L942	
Q8L9M6	
Q8L9M9	NP_568522.1;
Q8LBV2	
Q8LBY9	
Q8LCU9	
Q8LDJ8	
Q8LE22	
Q8LFZ0	
Q8LPK3	
Q8RWB2	
Q8RX57	
Q8VYN5	
Q8VZL9	
Q93W01	
Q93WB5	NP_172949.1;
Q93ZC0	
Q93ZI0	
Q93ZW6	
Q940N5	
Q940P3	
Q941E9	NP_001321801.1;NP_564911.1;
Q941R5	NP_198152.1;
Q941R7	NP_177244.1;
Q941R8	NP_001185368.1;
Q949Q2	NP_195941.2;
Q96274	NP_172946.1;
Q9C515	
Q9C568	NP_680206.1;
Q9C572	NP_680202.1;
Q9C647	
Q9C7I3	NP_174764.1;
Q9C7I7	NP_564456.1;
Q9C7W9	NP_176044.1;
Q9C825	
Q9C9U9	
Q9CA24	
Q9FF85	NP_001329993.1;
Q9FFC1	NP_197678.1;
Q9FH78	
Q9FHC7	
Q9FHI4	NP_001318743.1;NP_199365.1;
Q9FHI6	NP_001190474.1;NP_001330030.1;NP_001330032.1;NP_199363.3;
Q9FI90	
Q9FJ69	NP_001032078.1;
Q9FK85	NP_197646.1;
Q9FKE3	
Q9FKE4	
Q9FLA7	
Q9FMB1	NP_198706.1;
Q9FMB7	
Q9FNG1	NP_001331221.1;NP_001331222.1;NP_197809.1;
Q9FNH5	NP_196251.1;
Q9FPI2	
Q9FVT6	
Q9FYJ0	
Q9LDJ9	
Q9LIM9	NP_189277.1;
Q9LIN0	NP_189276.1;
Q9LJT8	NP_683581.1;
Q9LJT9	NP_188695.2;
Q9LK74	NP_188272.1;
Q9LL47	
Q9LL48	
Q9LNP3	
Q9LNV0	
Q9LQT4	
Q9LRA2	
Q9LXM6	NP_190008.1;
Q9LZI7	NP_191837.1;
Q9LZL8	
Q9M0Q0	
Q9M0X3	NP_192431.1;
Q9M132	
Q9M148	
Q9M1A4	NP_001078314.1;NP_191523.1;
Q9M287	NP_190024.1;
Q9M2Q1	NP_191356.1;
Q9M2Q2	NP_191355.1;
Q9M329	NP_190966.1;NP_850700.1;
Q9MAD0	NP_001327068.1;NP_186770.3;
Q9SCZ3	NP_190724.1;
Q9SI42	
Q9SIE6	
Q9SIR0	
Q9SJ53	
Q9SJV8	
Q9SKM4	NP_178429.1;
Q9SLI0	NP_175856.1;
Q9SN16	NP_190571.1;
Q9SRS1	NP_187401.1;
Q9SSN1	
Q9SSN2	
Q9SSN5	
Q9SSN9	
Q9SSP1	
Q9SST3	NP_192697.1;
Q9STF8	NP_190270.1;
Q9SUQ9	
Q9SUS7	
Q9SUZ2	
Q9SVC7	NP_190814.1;
Q9SVC8	NP_190815.1;
Q9SYB2	
Q9SZ22	
Q9XIN3	
Q9XIN4	
Q9XIS1	
S5ZR50	
S5ZZ02	
X2L1U7	
X2L1V2	
X2L4S9	
X2L5Z8	
